Device-A, Port-1, no shutdown
Device-H, router ospf 1, no network IP-Subnet-10
Device-H, router ospf 1, no network IP-Subnet-11
Device-H, router ospf 1, no network IP-Subnet-12
Device-H, router ospf 1, no network IP-Subnet-13
Device-H, router ospf 1, no network IP-Subnet-14
Device-H, router ospf 1, no network IP-Subnet-15
Device-H, router ospf 1, no network IP-Subnet-16
Device-H, router ospf 1, no network IP-Subnet-17
Device-H, router ospf 1, no network IP-Subnet-18
Device-H, router ospf 1, no network IP-Subnet-19
Device-H, router ospf 1, no network IP-Subnet-20
Device-H, router ospf 1, no network IP-Subnet-21
Device-H, router ospf 1, no network IP-Subnet-22
Device-H, router ospf 1, no network IP-Subnet-23
Device-H, router ospf 1, no network IP-Subnet-24
Device-H, router ospf 1, no network IP-Subnet-25
Device-H, router ospf 1, no network IP-Subnet-26
Device-H, router ospf 1, no network IP-Subnet-27
Device-H, router ospf 1, no network IP-Subnet-28
Device-H, router ospf 1, no network IP-Subnet-29
Device-H, router ospf 1, no network IP-Subnet-30
Device-H, router ospf 1, no network IP-Subnet-31
Device-H, router ospf 1, no network IP-Subnet-32
Device-I, router rip, version 2
Device-I, router rip, no auto-summary
Device-I, router rip, network IP-Subnet-1
Device-I, router rip, network IP-Subnet-2
Device-I, router rip, network IP-Subnet-3
Device-I, router rip, network IP-Subnet-4
Device-I, router rip, network IP-Subnet-5
Device-I, router rip, network IP-Subnet-6
Device-I, router rip, network IP-Subnet-7
Device-I, router rip, network IP-Subnet-8
Device-I, router rip, network IP-Subnet-9
Device-I, router rip, network IP-Subnet-10
Device-I, router rip, network IP-Subnet-11
Device-I, router rip, network IP-Subnet-12
Device-I, router rip, network IP-Subnet-13
Device-I, router rip, network IP-Subnet-14
Device-I, router rip, network IP-Subnet-15
Device-I, router rip, network IP-Subnet-16
Device-I, router rip, network IP-Subnet-17
Device-I, router rip, network IP-Subnet-18
Device-I, router rip, network IP-Subnet-19
Device-I, router rip, network IP-Subnet-20
Device-I, router rip, network IP-Subnet-21
Device-I, router rip, network IP-Subnet-22
Device-I, router rip, network IP-Subnet-23
Device-I, router rip, network IP-Subnet-24
Device-I, router rip, network IP-Subnet-25
Device-I, router rip, network IP-Subnet-26
Device-I, router rip, network IP-Subnet-27
Device-I, router rip, network IP-Subnet-28
Device-I, router rip, network IP-Subnet-29
Device-I, router rip, network IP-Subnet-30
Device-I, router rip, network IP-Subnet-31
Device-I, router rip, network IP-Subnet-32
Device-I, router rip, no network IP-Subnet-1
Device-I, router rip, no network IP-Subnet-2
Device-I, router rip, no network IP-Subnet-3
Device-I, router rip, no network IP-Subnet-4
Device-I, router rip, no network IP-Subnet-5
Device-I, router rip, no network IP-Subnet-6
Device-I, router rip, no network IP-Subnet-7
Device-I, router rip, no network IP-Subnet-8
Device-I, router rip, no network IP-Subnet-9
Device-I, router rip, no network IP-Subnet-10
Device-I, router rip, no network IP-Subnet-11
Device-I, router rip, no network IP-Subnet-12
Device-I, router rip, no network IP-Subnet-13
Device-I, router rip, no network IP-Subnet-14
Device-I, router rip, no network IP-Subnet-15
Device-I, router rip, no network IP-Subnet-16
Device-I, router rip, no network IP-Subnet-17
Device-I, router rip, no network IP-Subnet-18
Device-I, router rip, no network IP-Subnet-19
Device-I, router rip, no network IP-Subnet-20
Device-I, router rip, no network IP-Subnet-21
Device-I, router rip, no network IP-Subnet-22
Device-I, router rip, no network IP-Subnet-23
Device-I, router rip, no network IP-Subnet-24
Device-I, router rip, no network IP-Subnet-25
Device-I, router rip, no network IP-Subnet-26
Device-I, router rip, no network IP-Subnet-27
Device-I, router rip, no network IP-Subnet-28
Device-I, router rip, no network IP-Subnet-29
Device-I, router rip, no network IP-Subnet-30
Device-I, router rip, no network IP-Subnet-31
Device-I, router rip, no network IP-Subnet-32
Device-I, router rip, no version 2
Device-I, router rip, auto-summary
Device-I, router eigrp 1, no auto-summary
Device-I, router eigrp 1, network IP-Subnet-1
Device-I, router eigrp 1, network IP-Subnet-2
Device-I, router eigrp 1, network IP-Subnet-3
Device-I, router eigrp 1, network IP-Subnet-4
Device-I, router eigrp 1, network IP-Subnet-5
Device-I, router eigrp 1, network IP-Subnet-6
Device-I, router eigrp 1, network IP-Subnet-7
Device-I, router eigrp 1, network IP-Subnet-8
Device-I, router eigrp 1, network IP-Subnet-9
Device-I, router eigrp 1, network IP-Subnet-10
Device-I, router eigrp 1, network IP-Subnet-11
Device-I, router eigrp 1, network IP-Subnet-12
Device-I, router eigrp 1, network IP-Subnet-13
Device-I, router eigrp 1, network IP-Subnet-14
Device-I, router eigrp 1, network IP-Subnet-15
Device-I, router eigrp 1, network IP-Subnet-16
Device-I, router eigrp 1, network IP-Subnet-17
Device-I, router eigrp 1, network IP-Subnet-18
Device-I, router eigrp 1, network IP-Subnet-19
Device-I, router eigrp 1, network IP-Subnet-20
Device-I, router eigrp 1, network IP-Subnet-21
Device-I, router eigrp 1, network IP-Subnet-22
Device-I, router eigrp 1, network IP-Subnet-23
Device-I, router eigrp 1, network IP-Subnet-24
Device-I, router eigrp 1, network IP-Subnet-25
Device-I, router eigrp 1, network IP-Subnet-26
Device-I, router eigrp 1, network IP-Subnet-27
Device-I, router eigrp 1, network IP-Subnet-28
Device-I, router eigrp 1, network IP-Subnet-29
Device-I, router eigrp 1, network IP-Subnet-30
Device-I, router eigrp 1, network IP-Subnet-31
Device-I, router eigrp 1, network IP-Subnet-32
Device-I, router eigrp 1, no network IP-Subnet-1
Device-I, router eigrp 1, no network IP-Subnet-2
Device-I, router eigrp 1, no network IP-Subnet-3
Device-I, router eigrp 1, no network IP-Subnet-4
Device-I, router eigrp 1, no network IP-Subnet-5
Device-I, router eigrp 1, no network IP-Subnet-6
Device-I, router eigrp 1, no network IP-Subnet-7
Device-I, router eigrp 1, no network IP-Subnet-8
Device-I, router eigrp 1, no network IP-Subnet-9
Device-I, router eigrp 1, no network IP-Subnet-10
Device-I, router eigrp 1, no network IP-Subnet-11
Device-I, router eigrp 1, no network IP-Subnet-12
Device-I, router eigrp 1, no network IP-Subnet-13
Device-I, router eigrp 1, no network IP-Subnet-14
Device-I, router eigrp 1, no network IP-Subnet-15
Device-I, router eigrp 1, no network IP-Subnet-16
Device-I, router eigrp 1, no network IP-Subnet-17
Device-I, router eigrp 1, no network IP-Subnet-18
Device-I, router eigrp 1, no network IP-Subnet-19
Device-I, router eigrp 1, no network IP-Subnet-20
Device-I, router eigrp 1, no network IP-Subnet-21
Device-I, router eigrp 1, no network IP-Subnet-22
Device-I, router eigrp 1, no network IP-Subnet-23
Device-I, router eigrp 1, no network IP-Subnet-24
Device-I, router eigrp 1, no network IP-Subnet-25
Device-I, router eigrp 1, no network IP-Subnet-26
Device-I, router eigrp 1, no network IP-Subnet-27
Device-I, router eigrp 1, no network IP-Subnet-28
Device-I, router eigrp 1, no network IP-Subnet-29
Device-I, router eigrp 1, no network IP-Subnet-30
Device-I, router eigrp 1, no network IP-Subnet-31
Device-I, router eigrp 1, no network IP-Subnet-32
Device-I, router eigrp 1, auto-summary
Device-I, router ospf 1, network IP-Subnet-1
Device-I, router ospf 1, network IP-Subnet-2
Device-I, router ospf 1, network IP-Subnet-3
Device-I, router ospf 1, network IP-Subnet-4
Device-I, router ospf 1, network IP-Subnet-5
Device-I, router ospf 1, network IP-Subnet-6
Device-I, router ospf 1, network IP-Subnet-7
Device-I, router ospf 1, network IP-Subnet-8
Device-I, router ospf 1, network IP-Subnet-9
Device-I, router ospf 1, network IP-Subnet-10
Device-I, router ospf 1, network IP-Subnet-11
Device-I, router ospf 1, network IP-Subnet-12
Device-I, router ospf 1, network IP-Subnet-13
Device-I, router ospf 1, network IP-Subnet-14
Device-I, router ospf 1, network IP-Subnet-15
Device-I, router ospf 1, network IP-Subnet-16
Device-I, router ospf 1, network IP-Subnet-17
Device-I, router ospf 1, network IP-Subnet-18
Device-I, router ospf 1, network IP-Subnet-19
Device-I, router ospf 1, network IP-Subnet-20
Device-I, router ospf 1, network IP-Subnet-21
Device-I, router ospf 1, network IP-Subnet-22
Device-I, router ospf 1, network IP-Subnet-23
Device-I, router ospf 1, network IP-Subnet-24
Device-I, router ospf 1, network IP-Subnet-25
Device-I, router ospf 1, network IP-Subnet-26
Device-I, router ospf 1, network IP-Subnet-27
Device-I, router ospf 1, network IP-Subnet-28
Device-I, router ospf 1, network IP-Subnet-29
Device-I, router ospf 1, network IP-Subnet-30
Device-I, router ospf 1, network IP-Subnet-31
Device-I, router ospf 1, network IP-Subnet-32
Device-I, router ospf 1, no network IP-Subnet-1
Device-I, router ospf 1, no network IP-Subnet-2
Device-I, router ospf 1, no network IP-Subnet-3
Device-I, router ospf 1, no network IP-Subnet-4
Device-I, router ospf 1, no network IP-Subnet-5
Device-I, router ospf 1, no network IP-Subnet-6
Device-I, router ospf 1, no network IP-Subnet-7
Device-I, router ospf 1, no network IP-Subnet-8
Device-I, router ospf 1, no network IP-Subnet-9
Device-I, router ospf 1, no network IP-Subnet-10
Device-I, router ospf 1, no network IP-Subnet-11
Device-I, router ospf 1, no network IP-Subnet-12
Device-I, router ospf 1, no network IP-Subnet-13
Device-I, router ospf 1, no network IP-Subnet-14
Device-I, router ospf 1, no network IP-Subnet-15
Device-I, router ospf 1, no network IP-Subnet-16
Device-I, router ospf 1, no network IP-Subnet-17
Device-I, router ospf 1, no network IP-Subnet-18
Device-I, router ospf 1, no network IP-Subnet-19
Device-I, router ospf 1, no network IP-Subnet-20
Device-I, router ospf 1, no network IP-Subnet-21
Device-I, router ospf 1, no network IP-Subnet-22
Device-I, router ospf 1, no network IP-Subnet-23
Device-I, router ospf 1, no network IP-Subnet-24
Device-I, router ospf 1, no network IP-Subnet-25
Device-I, router ospf 1, no network IP-Subnet-26
Device-I, router ospf 1, no network IP-Subnet-27
Device-I, router ospf 1, no network IP-Subnet-28
Device-I, router ospf 1, no network IP-Subnet-29
Device-I, router ospf 1, no network IP-Subnet-30
Device-I, router ospf 1, no network IP-Subnet-31
Device-I, router ospf 1, no network IP-Subnet-32
Device-J, router rip, version 2
Device-J, router rip, no auto-summary
Device-J, router rip, network IP-Subnet-1
Device-J, router rip, network IP-Subnet-2
Device-J, router rip, network IP-Subnet-3
Device-J, router rip, network IP-Subnet-4
Device-J, router rip, network IP-Subnet-5
Device-J, router rip, network IP-Subnet-6
Device-J, router rip, network IP-Subnet-7
Device-J, router rip, network IP-Subnet-8
Device-J, router rip, network IP-Subnet-9
Device-J, router rip, network IP-Subnet-10
Device-J, router rip, network IP-Subnet-11
Device-J, router rip, network IP-Subnet-12
Device-J, router rip, network IP-Subnet-13
Device-J, router rip, network IP-Subnet-14
Device-J, router rip, network IP-Subnet-15
Device-J, router rip, network IP-Subnet-16
Device-J, router rip, network IP-Subnet-17
Device-J, router rip, network IP-Subnet-18
Device-J, router rip, network IP-Subnet-19
Device-J, router rip, network IP-Subnet-20
Device-J, router rip, network IP-Subnet-21
Device-J, router rip, network IP-Subnet-22
Device-J, router rip, network IP-Subnet-23
Device-J, router rip, network IP-Subnet-24
Device-J, router rip, network IP-Subnet-25
Device-J, router rip, network IP-Subnet-26
Device-J, router rip, network IP-Subnet-27
Device-J, router rip, network IP-Subnet-28
Device-J, router rip, network IP-Subnet-29
Device-J, router rip, network IP-Subnet-30
Device-J, router rip, network IP-Subnet-31
Device-J, router rip, network IP-Subnet-32
Device-J, router rip, no network IP-Subnet-1
Device-J, router rip, no network IP-Subnet-2
Device-J, router rip, no network IP-Subnet-3
Device-J, router rip, no network IP-Subnet-4
Device-J, router rip, no network IP-Subnet-5
Device-J, router rip, no network IP-Subnet-6
Device-J, router rip, no network IP-Subnet-7
Device-J, router rip, no network IP-Subnet-8
Device-J, router rip, no network IP-Subnet-9
Device-J, router rip, no network IP-Subnet-10
Device-J, router rip, no network IP-Subnet-11
Device-J, router rip, no network IP-Subnet-12
Device-J, router rip, no network IP-Subnet-13
Device-J, router rip, no network IP-Subnet-14
Device-J, router rip, no network IP-Subnet-15
Device-J, router rip, no network IP-Subnet-16
Device-J, router rip, no network IP-Subnet-17
Device-J, router rip, no network IP-Subnet-18
Device-J, router rip, no network IP-Subnet-19
Device-J, router rip, no network IP-Subnet-20
Device-J, router rip, no network IP-Subnet-21
Device-J, router rip, no network IP-Subnet-22
Device-J, router rip, no network IP-Subnet-23
Device-J, router rip, no network IP-Subnet-24
Device-J, router rip, no network IP-Subnet-25
Device-J, router rip, no network IP-Subnet-26
Device-J, router rip, no network IP-Subnet-27
Device-J, router rip, no network IP-Subnet-28
Device-J, router rip, no network IP-Subnet-29
Device-J, router rip, no network IP-Subnet-30
Device-J, router rip, no network IP-Subnet-31
Device-J, router rip, no network IP-Subnet-32
Device-J, router rip, no version 2
Device-J, router rip, auto-summary
Device-J, router eigrp 1, no auto-summary
Device-J, router eigrp 1, network IP-Subnet-1
Device-J, router eigrp 1, network IP-Subnet-2
Device-J, router eigrp 1, network IP-Subnet-3
Device-J, router eigrp 1, network IP-Subnet-4
Device-J, router eigrp 1, network IP-Subnet-5
Device-J, router eigrp 1, network IP-Subnet-6
Device-J, router eigrp 1, network IP-Subnet-7
Device-J, router eigrp 1, network IP-Subnet-8
Device-J, router eigrp 1, network IP-Subnet-9
Device-J, router eigrp 1, network IP-Subnet-10
Device-J, router eigrp 1, network IP-Subnet-11
Device-J, router eigrp 1, network IP-Subnet-12
Device-J, router eigrp 1, network IP-Subnet-13
Device-J, router eigrp 1, network IP-Subnet-14
Device-J, router eigrp 1, network IP-Subnet-15
Device-J, router eigrp 1, network IP-Subnet-16
Device-J, router eigrp 1, network IP-Subnet-17
Device-J, router eigrp 1, network IP-Subnet-18
Device-J, router eigrp 1, network IP-Subnet-19
Device-J, router eigrp 1, network IP-Subnet-20
Device-J, router eigrp 1, network IP-Subnet-21
Device-J, router eigrp 1, network IP-Subnet-22
Device-J, router eigrp 1, network IP-Subnet-23
Device-J, router eigrp 1, network IP-Subnet-24
Device-J, router eigrp 1, network IP-Subnet-25
Device-J, router eigrp 1, network IP-Subnet-26
Device-J, router eigrp 1, network IP-Subnet-27
Device-J, router eigrp 1, network IP-Subnet-28
Device-J, router eigrp 1, network IP-Subnet-29
Device-J, router eigrp 1, network IP-Subnet-30
Device-J, router eigrp 1, network IP-Subnet-31
Device-J, router eigrp 1, network IP-Subnet-32
Device-J, router eigrp 1, no network IP-Subnet-1
Device-J, router eigrp 1, no network IP-Subnet-2
Device-J, router eigrp 1, no network IP-Subnet-3
Device-J, router eigrp 1, no network IP-Subnet-4
Device-J, router eigrp 1, no network IP-Subnet-5
Device-J, router eigrp 1, no network IP-Subnet-6
Device-J, router eigrp 1, no network IP-Subnet-7
Device-J, router eigrp 1, no network IP-Subnet-8
Device-J, router eigrp 1, no network IP-Subnet-9
Device-J, router eigrp 1, no network IP-Subnet-10
Device-J, router eigrp 1, no network IP-Subnet-11
Device-J, router eigrp 1, no network IP-Subnet-12
Device-J, router eigrp 1, no network IP-Subnet-13
Device-J, router eigrp 1, no network IP-Subnet-14
Device-J, router eigrp 1, no network IP-Subnet-15
